chrom	start	end	strand	gene_id	Newton_RNA_run1/newton_direct_RNA_newton_scaffolds_minimap_sorted_G_25000_no_secondary_pa_tag.bam
Gpscaff_13	1572198	1573571	+	GPALN_003570	141.9549942
Gpscaff_13	1574392	1581398	+	GPALN_003571	122.625
Gpscaff_13	1581648	1584195	-	GPALN_003572	108.5999985
Gpscaff_13	1584395	1585341	-	GPALN_003573	82.62999725
Gpscaff_13	1585710	1588143	-	GPALN_003574	119.1100006
Gpscaff_13	1588390	1590751	-	GPALN_003575	85
Gpscaff_13	1591186	1595047	+	GPALN_003576	85.44999695
Gpscaff_13	1596741	1604522	+	GPALN_003577	126.1549988
Gpscaff_13	1605119	1606113	-	GPALN_003578	97.40000153
Gpscaff_13	1607050	1610386	-	GPALN_003579	124.3349991
Gpscaff_13	1612140	1621108	+	GPALN_003580	113.2200012
Gpscaff_13	1621599	1623191	-	GPALN_003581	166.6499939
Gpscaff_13	1623979	1625996	+	GPALN_003582	103.3399963
Gpscaff_13	1626442	1631398	-	GPALN_003583	125.8000031
Gpscaff_13	1631895	1632555	-	GPALN_003584	97.50999832
Gpscaff_13	1633412	1637276	-	GPALN_003585	140.7350006
Gpscaff_13	1637375	1638966	-	GPALN_003586	93.97000122
Gpscaff_13	1639400	1642893	+	GPALN_003587	161.5849991
Gpscaff_13	1643256	1648293	+	GPALN_003588	132.2399979
Gpscaff_13	1649175	1652601	+	GPALN_003589	81.30999756
Gpscaff_13	1653180	1655654	-	GPALN_003590	107.5200005
Gpscaff_13	1656468	1660059	-	GPALN_003591	156.090004
Gpscaff_13	1659805	1661163	-	GPALN_003592	143.7599945
Gpscaff_13	1661271	1662133	-	GPALN_003593	74.77999878
Gpscaff_13	1662803	1663813	-	GPALN_003594	108.2550011
Gpscaff_13	1665316	1666500	+	GPALN_003595	89.25500107
Gpscaff_13	1667032	1668554	-	GPALN_003596	64.92499924
Gpscaff_13	1670085	1671867	-	GPALN_003597	133.2299957
Gpscaff_13	1672052	1673186	-	GPALN_003598	130.8899994
Gpscaff_13	1673332	1676209	-	GPALN_003599	118.6800003
Gpscaff_13	1678247	1682197	+	GPALN_003600	107.5400009
Gpscaff_13	1682723	1686699	-	GPALN_003601	158.75
Gpscaff_13	1687220	1693039	+	GPALN_003602	64.84500122
Gpscaff_13	1699644	1703304	-	GPALN_003604	147.6000061
Gpscaff_13	1706994	1709221	-	GPALN_003607	93.88999939
Gpscaff_13	1709224	1710864	-	GPALN_003608	116
Gpscaff_13	1711174	1713285	-	GPALN_003609	162.4799957
Gpscaff_13	1713778	1715600	+	GPALN_003610	71.19000244
Gpscaff_13	1715749	1720055	+	GPALN_003611	111.3099976
Gpscaff_13	1720573	1725757	+	GPALN_003612	102.2200012
Gpscaff_13	1726421	1728667	+	GPALN_003613	116.9599991
Gpscaff_13	1731903	1734859	-	GPALN_003615	139.25
Gpscaff_13	1735884	1737385	+	GPALN_003616	110.8000031
Gpscaff_13	1738528	1744402	-	GPALN_003617	97.5
Gpscaff_13	1750287	1753374	-	GPALN_003618	99.95999908
Gpscaff_13	1753452	1754329	-	GPALN_003619	72
Gpscaff_13	1754967	1756587	+	GPALN_003620	91.13500214
Gpscaff_13	1756885	1760952	+	GPALN_003621	101.1900024
Gpscaff_13	1760953	1763347	-	GPALN_003622	96.48000336
Gpscaff_13	1763638	1764074	-	GPALN_003623	99.34000015
Gpscaff_13	1764252	1765101	-	GPALN_003624	70.43000031
Gpscaff_13	1765785	1768418	+	GPALN_003625	143.2700043
Gpscaff_13	1768363	1769262	+	GPALN_003626	78.47000122
Gpscaff_13	1769441	1773897	+	GPALN_003627	99.00999832
Gpscaff_13	1773872	1778734	+	GPALN_003628	167.3600006
Gpscaff_13	1778711	1779176	+	GPALN_003629	58.95999908
Gpscaff_13	1779355	1780057	-	GPALN_003630	146.0500031
Gpscaff_13	1780228	1782565	-	GPALN_003631	100.7200012
Gpscaff_13	1785980	1792090	+	GPALN_003632	133.25
Gpscaff_13	1793102	1799297	+	GPALN_003633	134.7100067
Gpscaff_13	1800220	1805544	-	GPALN_003634	126.7200012
Gpscaff_13	1812067	1818288	-	GPALN_003635	163.9950027
Gpscaff_13	1820217	1826550	+	GPALN_003636	123.4400024
Gpscaff_13	1826867	1828291	-	GPALN_003637	64.56999969
Gpscaff_13	1829301	1831902	+	GPALN_003638	110
Gpscaff_13	1832012	1833146	+	GPALN_003639	104.4800034
Gpscaff_13	1837677	1839077	+	GPALN_003642	98.38500214
Gpscaff_13	1840356	1842428	+	GPALN_003643	91.95999908
Gpscaff_13	1842785	1844861	-	GPALN_003644	114.8799973
Gpscaff_13	1847021	1851563	+	GPALN_003645	144.3650055
Gpscaff_13	1851734	1853896	+	GPALN_003646	119.8499985
Gpscaff_13	1858458	1860845	+	GPALN_003648	123.2099991
Gpscaff_13	1860822	1863564	+	GPALN_003649	139.7999954
Gpscaff_13	1863548	1867269	+	GPALN_003650	173.5749969
Gpscaff_13	1876086	1880198	+	GPALN_003652	99.34999847
Gpscaff_13	1884702	1886687	-	GPALN_003655	110.25
Gpscaff_13	1887176	1890299	+	GPALN_003656	108.8499985
Gpscaff_13	1890742	1894701	-	GPALN_003657	129.9049988
Gpscaff_13	1895668	1898012	+	GPALN_003658	147.5200043
Gpscaff_13	1899878	1900555	-	GPALN_003659	83.97000122
Gpscaff_13	1901292	1904146	-	GPALN_003660	150.8450012
Gpscaff_13	1906312	1908447	+	GPALN_003661	139.7899933
Gpscaff_13	1915876	1918295	+	GPALN_003666	132.6600037
Gpscaff_13	1920991	1925610	-	GPALN_003667	142.7300034
Gpscaff_13	1930059	1932853	+	GPALN_003669	104.6450005
Gpscaff_13	1957983	1960307	-	GPALN_003674	137.7299957
Gpscaff_13	1961225	1962148	+	GPALN_003675	65.69000244
Gpscaff_13	1962237	1964137	-	GPALN_003676	130.125
Gpscaff_13	1964212	1966160	+	GPALN_003678	93.47000122
Gpscaff_13	1966218	1968087	-	GPALN_003679	156.3600006
Gpscaff_13	1969035	1972035	-	GPALN_003680	104.9599991
Gpscaff_13	1972317	1973319	-	GPALN_003681	86.76000214
Gpscaff_13	1973828	1975710	+	GPALN_003682	89.50499725
Gpscaff_13	1976658	1979378	-	GPALN_003683	88.86000061
Gpscaff_13	1980143	1981008	-	GPALN_003684	120.1200027
Gpscaff_13	1981236	1983707	-	GPALN_003685	165.4050064
Gpscaff_13	1983811	1986226	-	GPALN_003686	89.29499817
Gpscaff_13	1986828	1988372	+	GPALN_003687	120.6699982
Gpscaff_13	1988796	1989861	-	GPALN_003688	98.20999908
Gpscaff_13	2008895	2010380	+	GPALN_003691	99.51999664
Gpscaff_13	2010472	2013466	-	GPALN_003692	135.0199966
Gpscaff_13	2013825	2015251	-	GPALN_003693	135
Gpscaff_13	2015902	2018909	-	GPALN_003694	206.1900024
Gpscaff_13	2019865	2020806	+	GPALN_003695	54.85499954
Gpscaff_13	2028784	2033201	+	GPALN_003697	124.6450005
Gpscaff_13	2033693	2035828	-	GPALN_003698	107.5899963
Gpscaff_13	2036128	2040260	-	GPALN_003699	87.16000366
Gpscaff_13	2040318	2041705	+	GPALN_003700	138.6100006
Gpscaff_13	2041901	2042720	+	GPALN_003701	93.30500031
Gpscaff_13	2043146	2043838	-	GPALN_003702	40.11999893
Gpscaff_13	2043829	2047194	-	GPALN_003703	95.45999908
Gpscaff_13	2050840	2068230	+	GPALN_003704	90.14499664
Gpscaff_13	2080970	2086429	+	GPALN_003709	167.7200012
Gpscaff_13	2086873	2090586	+	GPALN_003710	97.13500214
Gpscaff_13	2099328	2102498	-	GPALN_003713	126.8399963
Gpscaff_13	2104699	2107912	+	GPALN_003714	106.920002
Gpscaff_13	2110002	2111115	-	GPALN_003715	90.67500305
Gpscaff_13	2111640	2122945	-	GPALN_003716	100.1699982
Gpscaff_13	2127179	2129387	-	GPALN_003717	183.3050003
Gpscaff_13	2129469	2133986	+	GPALN_003718	136.4799957
Gpscaff_13	2137710	2151052	-	GPALN_003721	112
Gpscaff_13	2152311	2155237	-	GPALN_003722	116.4749985
Gpscaff_13	2174451	2177255	+	GPALN_003724	116.3399963
Gpscaff_13	2188893	2195595	-	GPALN_003728	149.9400024
Gpscaff_13	2195752	2201472	-	GPALN_003729	126.2400017
Gpscaff_13	2217244	2218422	+	GPALN_003734	128.6699982
Gpscaff_13	2222773	2224905	-	GPALN_003736	124.9249992
Gpscaff_13	2241943	2242998	+	GPALN_003739	141.5800018
Gpscaff_13	2243231	2245645	+	GPALN_003740	87.74499893
Gpscaff_13	2249994	2253311	-	GPALN_003743	119.8499985
Gpscaff_13	2253730	2254889	+	GPALN_003744	91.90999985
Gpscaff_13	2256265	2257312	+	GPALN_003746	174.9100037
Gpscaff_13	2258758	2267345	+	GPALN_003747	106.2600021
Gpscaff_13	2267515	2270178	-	GPALN_003748	152.1499939
Gpscaff_13	2270355	2270864	-	GPALN_003749	77.67499924
Gpscaff_13	2279816	2282759	-	GPALN_003751	94.87999725
Gpscaff_13	2283813	2287347	-	GPALN_003752	129.7200012
Gpscaff_13	2287467	2289652	-	GPALN_003753	83.52000046
Gpscaff_13	2291595	2295761	+	GPALN_003754	125.6399994
Gpscaff_13	2300101	2304851	+	GPALN_003755	126.9599991
Gpscaff_13	2305198	2305938	+	GPALN_003756	95.72000122
Gpscaff_13	2306431	2308569	-	GPALN_003757	142.7100067
Gpscaff_13	2309274	2309843	+	GPALN_003758	86.91999817
Gpscaff_13	2328185	2335531	-	GPALN_003762	148.875
Gpscaff_139	2	5537	-	GPALN_003792	98.17000198
Gpscaff_14	82105	88106	-	GPALN_003801	141.5700073
Gpscaff_14	197039	199563	+	GPALN_003816	108.6000023
Gpscaff_14	200560	201560	+	GPALN_003817	84.94999695
Gpscaff_14	258913	261439	+	GPALN_003827	85.31000137
Gpscaff_14	307177	309655	-	GPALN_003835	97.65000153
Gpscaff_14	318971	320012	+	GPALN_003837	74.05999756
Gpscaff_14	324332	324742	+	GPALN_003838	87.625
Gpscaff_14	326860	328014	-	GPALN_003839	85.95999908
Gpscaff_14	328275	330476	-	GPALN_003840	86.97999954
Gpscaff_14	361725	364710	-	GPALN_003846	83.19999695
Gpscaff_14	370841	371868	-	GPALN_003847	84
Gpscaff_14	390055	390517	-	GPALN_003850	89.19999695
Gpscaff_14	405952	409744	-	GPALN_003854	128.9150009
Gpscaff_14	438062	440856	+	GPALN_003859	112.1500015
Gpscaff_14	473929	477213	+	GPALN_003866	120.7449989
Gpscaff_14	520580	524510	+	GPALN_003872	112
Gpscaff_14	650009	656011	+	GPALN_003880	89.79500198
Gpscaff_14	658274	659817	+	GPALN_003881	73
Gpscaff_14	903894	907142	+	GPALN_003911	98.625
Gpscaff_14	908810	909716	-	GPALN_003912	69.66000366
Gpscaff_14	910163	911008	+	GPALN_003913	71.46500015
Gpscaff_14	1026733	1027658	-	GPALN_003925	72.95999908
Gpscaff_14	1120673	1131918	+	GPALN_003936	128.5899963
Gpscaff_14	1171629	1172459	-	GPALN_003942	93.95999908
Gpscaff_14	1172844	1174127	+	GPALN_003943	86.91000366
Gpscaff_14	1191251	1192516	+	GPALN_003946	72.58999634
Gpscaff_14	1213262	1215964	+	GPALN_003948	85.97000122
Gpscaff_14	1217121	1220848	+	GPALN_003949	78.30500031
Gpscaff_14	1232182	1235491	+	GPALN_003951	90.08000183
Gpscaff_14	1265900	1275256	-	GPALN_003956	100.7900009
Gpscaff_14	1391589	1410594	+	GPALN_003968	109.6100006
Gpscaff_14	1470605	1472015	-	GPALN_003977	71.76999664
Gpscaff_14	1488992	1491922	-	GPALN_003981	75.81999969
Gpscaff_14	1495788	1498738	-	GPALN_003983	110.2200012
Gpscaff_14	1515732	1522288	+	GPALN_003985	72.69000244
Gpscaff_14	1525020	1527931	+	GPALN_003986	97.19000244
Gpscaff_14	1529607	1533649	-	GPALN_003987	131.3649979
Gpscaff_14	1578747	1579837	-	GPALN_003993	83.04000092
Gpscaff_14	1603179	1605078	-	GPALN_003998	51.46500015
Gpscaff_14	1617214	1619424	+	GPALN_004001	94.65499878
Gpscaff_14	1620260	1628890	+	GPALN_004002	127.7449989
Gpscaff_14	1629575	1631010	+	GPALN_004003	96.9849968
Gpscaff_14	1645382	1646289	+	GPALN_004007	87.85499954
Gpscaff_14	1647703	1649344	+	GPALN_004008	92.52000046
Gpscaff_14	1654435	1656340	+	GPALN_004010	161.3000031
Gpscaff_14	1679523	1682543	+	GPALN_004014	109.1600037
Gpscaff_14	1697807	1700621	-	GPALN_004018	57.25999832
Gpscaff_14	1703397	1714175	+	GPALN_004019	144.1999969
Gpscaff_14	1716266	1717280	+	GPALN_004020	109.3700027
Gpscaff_14	1717520	1730463	-	GPALN_004021	111.6500015
Gpscaff_14	1733383	1738158	+	GPALN_004022	93.30000305
Gpscaff_14	1754799	1758109	+	GPALN_004025	114.25
Gpscaff_144	9601	11556	-	GPALN_004042	154.7400055
Gpscaff_15	412025	418590	-	GPALN_004066	97
Gpscaff_15	429942	432210	+	GPALN_004070	82.37000275
Gpscaff_15	433301	436934	-	GPALN_004071	45.63999939
Gpscaff_15	447257	452274	+	GPALN_004074	107.0800018
Gpscaff_15	484233	493887	+	GPALN_004082	93.47999954
Gpscaff_15	496125	502079	-	GPALN_004084	103.1199989
Gpscaff_15	505123	506957	-	GPALN_004085	64.69499969
Gpscaff_15	508392	511378	-	GPALN_004086	128.1149979
Gpscaff_15	511843	512392	+	GPALN_004087	72.80000305
Gpscaff_15	513382	514596	+	GPALN_004088	107.5
Gpscaff_15	515091	516057	+	GPALN_004089	108.9199982
Gpscaff_15	516142	518758	+	GPALN_004090	104.6450005
Gpscaff_15	518709	521609	+	GPALN_004091	108.6999969
Gpscaff_15	521585	523037	+	GPALN_004092	93.01499939
Gpscaff_15	523330	526248	-	GPALN_004093	93.96500015
Gpscaff_15	527169	527921	-	GPALN_004094	82.98500061
Gpscaff_15	528192	530676	-	GPALN_004095	90.54000092
Gpscaff_15	530757	533163	-	GPALN_004096	142.8500061
Gpscaff_15	534015	536120	+	GPALN_004097	168.4100037
Gpscaff_15	536098	538744	-	GPALN_004098	108.4749985
Gpscaff_15	539717	545578	-	GPALN_004099	98.11000061
Gpscaff_15	547270	549694	+	GPALN_004101	87.31499863
Gpscaff_15	552162	557394	+	GPALN_004103	82.12999725
Gpscaff_15	563970	567400	+	GPALN_004105	122.079998
Gpscaff_15	568463	569417	-	GPALN_004106	52.97999954
Gpscaff_15	572303	578081	-	GPALN_004107	124.1999969
Gpscaff_15	579039	582419	+	GPALN_004108	75.12000275
Gpscaff_15	582429	583895	-	GPALN_004109	109.5400009
Gpscaff_15	589831	591512	-	GPALN_004111	84.29000092
Gpscaff_15	592083	595911	+	GPALN_004112	86.94999695
Gpscaff_15	611121	622338	+	GPALN_004114	118.7449989
Gpscaff_15	623604	625929	+	GPALN_004115	124.2349968
Gpscaff_15	626219	627912	-	GPALN_004116	97.12999725
Gpscaff_15	629030	636369	-	GPALN_004117	121.6999969
Gpscaff_15	638483	644528	-	GPALN_004118	120.7250023
Gpscaff_15	649302	672416	+	GPALN_004119	107.0699997
Gpscaff_15	672891	673923	-	GPALN_004120	52
Gpscaff_15	676549	677583	+	GPALN_004121	53.63000107
Gpscaff_15	680999	684369	-	GPALN_004122	100.4900017
Gpscaff_15	689092	690186	-	GPALN_004124	117.3899994
Gpscaff_15	694156	695438	+	GPALN_004126	151.1199951
Gpscaff_15	697794	701815	-	GPALN_004128	103
Gpscaff_15	793919	798416	+	GPALN_004135	118.0699997
Gpscaff_15	803493	804904	+	GPALN_004136	116.8099976
Gpscaff_15	807992	810501	-	GPALN_004138	120.1350021
Gpscaff_15	810600	813161	-	GPALN_004139	81.125
Gpscaff_15	812502	816355	-	GPALN_004140	100.6600037
Gpscaff_15	816943	825504	+	GPALN_004141	82.18000031
Gpscaff_15	831452	833177	-	GPALN_004143	77.04500198
Gpscaff_15	833291	836246	+	GPALN_004144	73.70000076
Gpscaff_15	836540	839970	+	GPALN_004145	98.56999969
Gpscaff_15	840704	841867	-	GPALN_004146	92.16999817
Gpscaff_15	842534	845898	+	GPALN_004147	118.2699966
Gpscaff_15	846417	848328	+	GPALN_004148	121.8799973
Gpscaff_15	850103	851954	+	GPALN_004150	120.6900024
Gpscaff_15	865115	866672	+	GPALN_004154	80.96500015
Gpscaff_15	868084	871207	+	GPALN_004155	86.16999817
Gpscaff_15	871345	872617	-	GPALN_004156	69.29499817
Gpscaff_15	873475	875202	+	GPALN_004157	153.3600006
Gpscaff_15	879074	879960	+	GPALN_004159	86.52999878
Gpscaff_15	881527	882308	+	GPALN_004160	105.8499985
Gpscaff_15	896062	897307	-	GPALN_004163	120.75
Gpscaff_15	919688	921384	+	GPALN_004166	122.8600006
Gpscaff_15	1360138	1366315	-	GPALN_004212	134.4199982
Gpscaff_153	1173	6356	+	GPALN_004238	111.6649971
Gpscaff_155	2539	5600	+	GPALN_004241	101.3950005
Gpscaff_16	101929	105316	+	GPALN_004255	72.12000275
Gpscaff_16	1670241	1672652	-	GPALN_004346	51.36000061
Gpscaff_16	1705509	1705831	+	GPALN_004350	65.5
Gpscaff_16	1730431	1736356	+	GPALN_004353	95.26000214
Gpscaff_16	1736477	1740486	-	GPALN_004354	106.3399963
Gpscaff_16	1858127	1861778	-	GPALN_004365	157.465004
Gpscaff_16	1868929	1870647	+	GPALN_004367	63.36999893
Gpscaff_16	1879756	1880745	-	GPALN_004370	74.94499969
Gpscaff_16	1888010	1889434	+	GPALN_004372	67.91999817
Gpscaff_18	149963	150450	-	GPALN_004433	102.1100006
Gpscaff_18	202597	208004	+	GPALN_004443	126.9700012
Gpscaff_18	341534	344188	-	GPALN_004453	91.95999908
Gpscaff_18	416810	417833	-	GPALN_004460	106.4199982
Gpscaff_18	438211	442006	+	GPALN_004464	56.55500031
Gpscaff_18	521163	521583	-	GPALN_004479	65.04000092
Gpscaff_18	525019	525751	+	GPALN_004481	90.30000305
Gpscaff_18	579840	581757	-	GPALN_004489	116.8099976
Gpscaff_18	687675	688935	+	GPALN_004506	69.20999908
Gpscaff_18	751218	754548	+	GPALN_004512	119.2549973
Gpscaff_18	1083500	1088396	-	GPALN_004536	94.70500183
Gpscaff_18	1295635	1296819	+	GPALN_004556	95.12000275
Gpscaff_18	1344728	1348389	+	GPALN_004566	132.25
Gpscaff_18	1349043	1350285	+	GPALN_004567	84.93000031
Gpscaff_18	1350797	1351930	-	GPALN_004568	87.59499741
Gpscaff_18	1353558	1354156	-	GPALN_004569	89.56000137
Gpscaff_18	1407400	1411501	-	GPALN_004581	142.1900024
Gpscaff_18	1447171	1451446	+	GPALN_004586	130.8899994
Gpscaff_18	1505679	1506765	+	GPALN_004592	81.8599968
Gpscaff_18	1536961	1540688	+	GPALN_004599	118.8799973
Gpscaff_18	1611724	1614669	-	GPALN_004607	122.9599991
Gpscaff_18	1662663	1667505	+	GPALN_004619	97.39500046
Gpscaff_18	1667778	1673595	-	GPALN_004620	113.7050018
Gpscaff_18	1707616	1709938	+	GPALN_004624	139.0149994
Gpscaff_19	206237	211590	+	GPALN_004649	106.2649994
Gpscaff_19	224299	229660	-	GPALN_004651	71.65500069
Gpscaff_19	248987	252232	+	GPALN_004654	114.9350014
Gpscaff_19	282447	287592	+	GPALN_004659	90.31999969
Gpscaff_19	306114	308996	+	GPALN_004662	90.69999695
Gpscaff_19	329719	331464	-	GPALN_004665	124.545002
Gpscaff_19	356869	360539	+	GPALN_004669	109.6399994
Gpscaff_19	397137	398411	+	GPALN_004672	115
Gpscaff_19	424597	425394	+	GPALN_004675	78.45999908
Gpscaff_19	462721	470778	+	GPALN_004684	123.579998
Gpscaff_19	491786	493193	-	GPALN_004689	124.9700012
Gpscaff_19	499366	499704	+	GPALN_004691	39.59999847
Gpscaff_19	506540	507568	+	GPALN_004693	97.43000031
Gpscaff_19	523834	533927	+	GPALN_004698	136.2599945
Gpscaff_19	544717	547427	-	GPALN_004701	132.3950005
Gpscaff_19	702318	705453	+	GPALN_004709	123.1399994
Gpscaff_19	1113153	1116085	+	GPALN_004722	121.0800018
Gpscaff_19	1116435	1121673	+	GPALN_004723	122.2949982
Gpscaff_19	1408312	1413413	+	GPALN_004771	131.1999969
Gpscaff_19	1413596	1423684	-	GPALN_004772	89.80000305
Gpscaff_19	1511883	1513823	+	GPALN_004786	97.30000305
Gpscaff_19	1555693	1557253	+	GPALN_004794	53.84999847
Gpscaff_19	1571951	1574169	+	GPALN_004797	88.40000153
Gpscaff_19	1599681	1599996	-	GPALN_004800	91.45999908
Gpscaff_19	1677079	1685122	-	GPALN_004812	163.984993
Gpscaff_19	1728051	1732767	+	GPALN_004817	137.3600006
Gpscaff_19	1733256	1736427	+	GPALN_004818	109.1600037
Gpscaff_2	98678	99856	-	GPALN_004842	59
Gpscaff_2	132153	139879	-	GPALN_004846	82.25
Gpscaff_2	594368	598176	+	GPALN_004894	122.5899963
Gpscaff_2	770035	771293	+	GPALN_004919	84.02999878
Gpscaff_2	784066	785840	-	GPALN_004922	144.1600037
Gpscaff_2	819509	820215	-	GPALN_004928	124.1999969
Gpscaff_2	820848	824034	+	GPALN_004929	112
Gpscaff_2	851136	853819	-	GPALN_004935	60.15999985
Gpscaff_2	853891	863593	+	GPALN_004936	55.07999992
Gpscaff_2	865653	873207	-	GPALN_004938	152.5700073
Gpscaff_2	886963	890722	-	GPALN_004940	105.4949989
Gpscaff_2	891981	895302	+	GPALN_004941	114.1699982
Gpscaff_2	896164	897367	+	GPALN_004942	114.3300018
Gpscaff_2	911179	919408	-	GPALN_004944	113.1900024
Gpscaff_2	930042	931456	+	GPALN_004947	117.3799973
Gpscaff_2	932251	934745	+	GPALN_004948	96.80000305
Gpscaff_2	940080	941483	-	GPALN_004951	70.95000076
Gpscaff_2	943663	947077	+	GPALN_004952	100.2699966
Gpscaff_2	962447	981415	+	GPALN_004956	116.0599976
Gpscaff_2	986235	988081	+	GPALN_004957	81.06000137
Gpscaff_2	988589	989411	-	GPALN_004958	57.90999985
Gpscaff_2	1009139	1010578	+	GPALN_004962	100.9599991
Gpscaff_2	1013399	1016388	-	GPALN_004964	119.7900009
Gpscaff_2	1016490	1021632	-	GPALN_004965	101.6949997
Gpscaff_2	1075552	1078330	-	GPALN_004975	198.3999939
Gpscaff_2	1105499	1108681	-	GPALN_004978	98.97499847
Gpscaff_2	1116901	1119758	+	GPALN_004980	80.67499924
Gpscaff_2	1122034	1124919	+	GPALN_004981	135.2399979
Gpscaff_2	1130956	1134840	+	GPALN_004984	107
Gpscaff_2	1139549	1144193	+	GPALN_004985	130.4949951
Gpscaff_2	1146549	1148329	-	GPALN_004987	126.4749985
Gpscaff_2	1149388	1151588	-	GPALN_004988	110.3450012
Gpscaff_2	1152313	1153853	-	GPALN_004989	103.25
Gpscaff_2	1155481	1159217	+	GPALN_004991	90.65000153
Gpscaff_2	1169149	1171003	+	GPALN_004994	100.0999985
Gpscaff_2	1172019	1176192	+	GPALN_004995	122.2000008
Gpscaff_2	1176275	1180161	+	GPALN_004996	83.04499817
Gpscaff_2	1180263	1186365	+	GPALN_004997	128.5700035
Gpscaff_2	1186988	1195820	-	GPALN_004998	111.6500015
Gpscaff_2	1196045	1197885	+	GPALN_004999	99.5
Gpscaff_2	1198011	1201895	+	GPALN_005000	105.2799988
Gpscaff_2	1210451	1211152	+	GPALN_005003	99.73999786
Gpscaff_2	1235313	1236742	-	GPALN_005007	89.19000244
Gpscaff_2	1237794	1240555	-	GPALN_005008	111.2750015
Gpscaff_2	1254363	1257750	-	GPALN_005010	144.3800049
Gpscaff_2	1269203	1271376	-	GPALN_005014	121.6549988
Gpscaff_2	1328001	1329308	-	GPALN_005023	106.7400017
Gpscaff_2	1333542	1335184	-	GPALN_005025	86.80000305
Gpscaff_2	1337181	1341281	-	GPALN_005026	99.72999954
Gpscaff_2	1341949	1343990	-	GPALN_005027	96.74499893
Gpscaff_2	1344764	1346310	+	GPALN_005028	126.6299973
Gpscaff_2	1431317	1434988	+	GPALN_005041	113.954998
Gpscaff_2	1436155	1438562	+	GPALN_005042	116.6800003
Gpscaff_2	1445897	1448206	-	GPALN_005046	70.83000183
Gpscaff_2	1460259	1465411	+	GPALN_005051	62.52499962
Gpscaff_2	1473466	1476664	-	GPALN_005055	125.204998
Gpscaff_2	1491322	1491825	-	GPALN_005061	80.45999908
Gpscaff_2	1493483	1495225	-	GPALN_005063	70.73999786
Gpscaff_2	1502096	1505260	+	GPALN_005066	147.5
Gpscaff_2	1511251	1512282	-	GPALN_005068	104.3300018
Gpscaff_2	1536076	1537296	-	GPALN_005072	65.79999924
Gpscaff_2	1543748	1545124	-	GPALN_005074	86.08000183
Gpscaff_2	1550088	1551187	-	GPALN_005076	55.38999939
Gpscaff_2	1555650	1556723	+	GPALN_005078	96.69000244
Gpscaff_2	1588065	1591407	+	GPALN_005083	114.8899994
Gpscaff_2	1611706	1611987	-	GPALN_005086	75.95999908
Gpscaff_2	1612901	1615995	-	GPALN_005087	125.2399979
Gpscaff_2	1620910	1621502	-	GPALN_005090	74.84999847
Gpscaff_2	1622836	1628749	+	GPALN_005091	122.8099976
Gpscaff_2	1631536	1634437	+	GPALN_005092	119.5999985
Gpscaff_2	1650574	1653024	+	GPALN_005095	153.4400024
Gpscaff_2	1705102	1709309	-	GPALN_005114	88.74000168
Gpscaff_2	1736995	1737741	-	GPALN_005121	101.7900009
Gpscaff_2	1739084	1742811	-	GPALN_005122	102.6800003
Gpscaff_2	1752885	1755240	+	GPALN_005123	73.35499954
Gpscaff_2	1764369	1766264	-	GPALN_005126	134
Gpscaff_2	1766878	1771086	+	GPALN_005127	130.7400055
Gpscaff_2	1771209	1772699	+	GPALN_005128	118.1800003
Gpscaff_2	1775189	1776379	+	GPALN_005129	115.5500031
Gpscaff_2	1784804	1788211	-	GPALN_005131	152.7700043
Gpscaff_2	1795232	1799276	+	GPALN_005133	126.3050003
Gpscaff_2	1799685	1805890	+	GPALN_005134	85.66000366
Gpscaff_2	1820216	1821479	-	GPALN_005136	80.03499985
Gpscaff_2	1830789	1833757	+	GPALN_005139	108.5599976
Gpscaff_2	1837876	1839730	-	GPALN_005142	98.19000244
Gpscaff_2	1844367	1846942	+	GPALN_005143	63.83500099
Gpscaff_2	1851397	1853971	+	GPALN_005145	111.5800018
Gpscaff_2	1854084	1854994	+	GPALN_005146	53.11000061
Gpscaff_2	1855957	1856557	+	GPALN_005147	61.61000061
Gpscaff_2	1856722	1859774	-	GPALN_005148	123.4400024
Gpscaff_2	1866344	1867941	+	GPALN_005149	94.34999847
Gpscaff_2	1868882	1869867	-	GPALN_005150	94.93000031
Gpscaff_2	1876205	1880262	-	GPALN_005153	126.25
Gpscaff_2	1884138	1890426	+	GPALN_005155	102.9599991
Gpscaff_2	1892274	1897387	-	GPALN_005156	122.4500008
Gpscaff_2	1897771	1901874	+	GPALN_005157	67.56000137
Gpscaff_2	1902168	1905849	-	GPALN_005158	119.8199997
Gpscaff_2	1906973	1907719	+	GPALN_005159	107.8600006
Gpscaff_2	1907905	1910568	-	GPALN_005160	132.8499985
Gpscaff_2	1911973	1914005	+	GPALN_005161	114.3049965
Gpscaff_2	1914346	1917108	-	GPALN_005162	120.5750008
Gpscaff_2	1919649	1921815	+	GPALN_005163	144.6999969
Gpscaff_2	1930770	1936831	-	GPALN_005165	160.4199982
Gpscaff_2	1937107	1937726	-	GPALN_005166	76.27000046
Gpscaff_2	1937813	1939377	-	GPALN_005167	62.88000107
Gpscaff_2	1940733	1944026	+	GPALN_005168	87.31999969
Gpscaff_2	1949188	1950400	+	GPALN_005170	62.31000137
Gpscaff_2	1969278	1971563	+	GPALN_005174	99.33000183
Gpscaff_2	1991122	1994930	-	GPALN_005179	98.34000015
